identifier,name,in_language,url,abstract,word_count,sections_count,citations_count,has_infobox,infobox_fields_count,categories,outgoing_links,referenceneed_flag,citation_density,structural_health,quality_tier
100370,History of Mount Everest,en,https://en.wikipedia.org/wiki/History_of_Mount_Everest,"An encyclopedic inquiry into earth's highest mountain above sea level in mahalangur himal. Comprehensive survey covering definitions, historical development, and research implications.",606,3,3,True,4,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['General Relativity', 'Nile River Basin', 'Ancient Alexandria']",True,4.95,61.81,Start Class
100371,Global Impact of Microbiome,en,https://en.wikipedia.org/wiki/Global_Impact_of_Microbiome,"An encyclopedic inquiry into aggregate of all microbiota residing on or within tissues. Comprehensive survey covering definitions, historical development, and research implications.",2144,9,9,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Ottoman Empire', 'Antarctic Ice Sheet', 'Artificial Intelligence', 'Industrial Revolution', 'Higgs Boson', 'Mesopotamia']",False,4.2,59.93,C Class
100372,Contemporary Ancient Alexandria (Vol. 3),en,https://en.wikipedia.org/wiki/Contemporary_Ancient_Alexandria_(Vol._3),"An encyclopedic inquiry into major hellenistic center of commerce and scholarship in egypt. Comprehensive survey covering definitions, historical development, and research implications.",2776,7,0,True,12,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Lake Baikal', 'Industrial Revolution', 'Galapagos Islands', 'Behavioral Economics', 'Antarctic Ice Sheet', 'Existentialism', 'Bauhaus Movement', 'Amazon Rainforest', 'Space Race']",True,0.0,69.59,Start Class
100373,Future Trends in Sahara Desert,en,https://en.wikipedia.org/wiki/Future_Trends_in_Sahara_Desert,"An encyclopedic inquiry into largest hot desert in the world covering north africa. Comprehensive survey covering definitions, historical development, and research implications.",1025,6,7,True,6,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Quantum Computing', 'Ring of Fire', 'Superconductivity', 'Industrial Revolution', 'Thermodynamics', 'Space Race', 'Impressionism']",False,6.83,76.3,C Class
100374,Foundations of Artificial Intelligence,en,https://en.wikipedia.org/wiki/Foundations_of_Artificial_Intelligence,"An encyclopedic inquiry into study of intelligent agents and machine cognition. Comprehensive survey covering definitions, historical development, and research implications.",147,1,0,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Ancient Alexandria', 'General Relativity', 'Ottoman Empire', 'Classical Music']",True,0.0,26.14,Stub Class
100375,Applications of French Revolution,en,https://en.wikipedia.org/wiki/Applications_of_French_Revolution,"An encyclopedic inquiry into period of radical political and societal change in france. Comprehensive survey covering definitions, historical development, and research implications.",120,1,2,True,2,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Higgs Boson', 'Game Theory', 'Classical Music', 'Plate Tectonics', 'Great Barrier Reef']",True,16.67,53.77,Stub Class
100376,Applications of Microbiome,en,https://en.wikipedia.org/wiki/Applications_of_Microbiome,"An encyclopedic inquiry into aggregate of all microbiota residing on or within tissues. Comprehensive survey covering definitions, historical development, and research implications.",61,1,2,True,3,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Baroque Architecture', 'French Revolution', 'Deep Learning', 'Epistemology', 'Photosynthesis', 'Superconductivity', 'General Relativity', 'Classical Music', 'Homeric Epics']",True,32.79,51.46,Stub Class
100377,Contemporary Baroque Architecture,en,https://en.wikipedia.org/wiki/Contemporary_Baroque_Architecture,"An encyclopedic inquiry into highly decorative and theatrical style of building in europe. Comprehensive survey covering definitions, historical development, and research implications.",1390,4,6,True,7,"['Literature & Arts', 'Articles on Literature']","['Silk Road', 'Great Barrier Reef', 'Higgs Boson', 'Universal Declaration of Human Rights', 'Lake Baikal', 'Public Health', 'Ottoman Empire']",False,4.32,69.45,C Class
100378,History of Galapagos Islands (Vol. 9),en,https://en.wikipedia.org/wiki/History_of_Galapagos_Islands_(Vol._9),"An encyclopedic inquiry into volcanic archipelago in pacific ocean known for endemic species. Comprehensive survey covering definitions, historical development, and research implications.",1123,4,4,True,7,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Classical Music', 'Epistemology', 'Higgs Boson', 'Sahara Desert', 'Superconductivity', 'Bauhaus Movement']",False,3.56,69.32,C Class
100379,Contemporary Renaissance Humanism,en,https://en.wikipedia.org/wiki/Contemporary_Renaissance_Humanism,"An encyclopedic inquiry into intellectual movement originating in 14th-century italy. Comprehensive survey covering definitions, historical development, and research implications.",633,3,3,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Higgs Boson', 'Nile River Basin', 'Industrial Revolution', 'Byzantine Empire', 'Silk Road']",True,4.74,46.73,Start Class
100380,Applications of Mariana Trench (Vol. 1),en,https://en.wikipedia.org/wiki/Applications_of_Mariana_Trench_(Vol._1),"An encyclopedic inquiry into deepest oceanic trench on earth located in western pacific. Comprehensive survey covering definitions, historical development, and research implications.",902,5,8,True,10,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Harappan Civilization', 'Public Health', 'Ottoman Empire', 'Silk Road', 'Amazon Rainforest', 'Higgs Boson', 'Antarctic Ice Sheet', 'Nanotechnology', 'Universal Declaration of Human Rights']",False,8.87,81.79,C Class
100381,Foundations of Deep Learning,en,https://en.wikipedia.org/wiki/Foundations_of_Deep_Learning,"An encyclopedic inquiry into subset of machine learning based on artificial neural networks. Comprehensive survey covering definitions, historical development, and research implications.",2098,8,23,True,16,"['Science & Technology', 'Articles on Science']","['Artificial Intelligence', 'Higgs Boson', 'Mesopotamia', 'Great Barrier Reef', 'Nanotechnology', 'Impressionism', 'Mount Everest', 'Galapagos Islands', 'Kabuki Theatre']",False,10.96,93.59,B Class
100382,Global Impact of Public Health,en,https://en.wikipedia.org/wiki/Global_Impact_of_Public_Health,"An encyclopedic inquiry into science and art of preventing disease and promoting health. Comprehensive survey covering definitions, historical development, and research implications.",3120,11,50,True,19,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Bauhaus Movement', 'Graphene', 'James Webb Space Telescope']",False,16.03,96.67,Good / Featured Article
100383,Contemporary Game Theory,en,https://en.wikipedia.org/wiki/Contemporary_Game_Theory,"An encyclopedic inquiry into mathematical study of strategic interaction among rational agents. Comprehensive survey covering definitions, historical development, and research implications.",1959,10,20,True,16,"['Social Sciences & Philosophy', 'Articles on Social Sciences', 'Open Source Tech Envoy Corpus']","['Nile River Basin', 'Constitutional Law', 'Industrial Revolution', 'French Revolution', 'Quantum Computing']",False,10.21,94.76,B Class
100384,Principles of Higgs Boson,en,https://en.wikipedia.org/wiki/Principles_of_Higgs_Boson,"An encyclopedic inquiry into elementary particle in the standard model of particle physics. Comprehensive survey covering definitions, historical development, and research implications.",1446,5,6,True,6,"['Science & Technology', 'Articles on Science']","['Lake Baikal', 'Great Barrier Reef', 'Epistemology', 'Game Theory', 'Amazon Rainforest', 'General Relativity', 'Space Race', 'Baroque Architecture']",False,4.15,70.15,C Class
100385,Global Impact of Baroque Architecture (Vol. 6),en,https://en.wikipedia.org/wiki/Global_Impact_of_Baroque_Architecture_(Vol._6),"An encyclopedic inquiry into highly decorative and theatrical style of building in europe. Comprehensive survey covering definitions, historical development, and research implications.",1124,6,8,True,7,"['Literature & Arts', 'Articles on Literature']","['General Relativity', 'Graphene', 'Meiji Restoration']",False,7.12,75.73,C Class
100386,Contemporary Amazon Rainforest,en,https://en.wikipedia.org/wiki/Contemporary_Amazon_Rainforest,"An encyclopedic inquiry into moist broadleaf tropical rainforest in the amazon basin. Comprehensive survey covering definitions, historical development, and research implications.",448,2,1,False,0,"['Geography & Earth', 'Articles on Geography']","['Amazon Rainforest', 'Mesopotamia', 'Graphene', 'Higgs Boson', 'Quantum Computing', 'Nanotechnology', 'Kabuki Theatre']",True,2.23,34.61,Start Class
100387,Philosophy of Photosynthesis (Vol. 8),en,https://en.wikipedia.org/wiki/Philosophy_of_Photosynthesis_(Vol._8),"An encyclopedic inquiry into biological process converting light energy into chemical energy. Comprehensive survey covering definitions, historical development, and research implications.",2770,14,38,True,21,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Nile River Basin', 'James Webb Space Telescope', 'Quantum Computing', 'Epistemology', 'Ottoman Empire', 'Mount Everest']",False,13.72,99.58,Good / Featured Article
100388,Philosophy of Deep Learning (Vol. 9),en,https://en.wikipedia.org/wiki/Philosophy_of_Deep_Learning_(Vol._9),"An encyclopedic inquiry into subset of machine learning based on artificial neural networks. Comprehensive survey covering definitions, historical development, and research implications.",387,2,2,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Magna Carta', 'Microbiome', 'Byzantine Empire', 'Game Theory', 'Ancient Alexandria', 'Amazon Rainforest']",True,5.17,42.18,Start Class
100389,Contemporary French Revolution,en,https://en.wikipedia.org/wiki/Contemporary_French_Revolution,"An encyclopedic inquiry into period of radical political and societal change in france. Comprehensive survey covering definitions, historical development, and research implications.",211,2,2,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Galapagos Islands', 'Silk Road', 'Nile River Basin', 'Amazon Rainforest', 'Nanotechnology', 'Bauhaus Movement']",True,9.48,45.46,Stub Class
100390,Global Impact of Impressionism,en,https://en.wikipedia.org/wiki/Global_Impact_of_Impressionism,"An encyclopedic inquiry into 19th-century art movement characterized by visible brush strokes. Comprehensive survey covering definitions, historical development, and research implications.",1174,6,10,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Impressionism', 'Galapagos Islands', 'Magna Carta', 'French Revolution', 'Ring of Fire', 'Existentialism', 'Microbiome', 'General Relativity']",False,8.52,63.85,C Class
100391,Introduction to Mount Everest,en,https://en.wikipedia.org/wiki/Introduction_to_Mount_Everest,"An encyclopedic inquiry into earth's highest mountain above sea level in mahalangur himal. Comprehensive survey covering definitions, historical development, and research implications.",1240,5,8,True,8,"['Geography & Earth', 'Articles on Geography']","['Galapagos Islands', 'Artificial Intelligence', 'Bauhaus Movement', 'Great Barrier Reef', 'Universal Declaration of Human Rights', 'Ring of Fire']",False,6.45,76.5,C Class
100392,Regional Study on Mesopotamia,en,https://en.wikipedia.org/wiki/Regional_Study_on_Mesopotamia,"An encyclopedic inquiry into historical region of western asia situated within the tigris–euphrates. Comprehensive survey covering definitions, historical development, and research implications.",1187,6,7,False,0,"['History & Civilizations', 'Articles on History']","['Graphene', 'Film Noir', 'Game Theory', 'Surrealism']",False,5.9,54.84,C Class
100393,Global Impact of Mount Everest (Vol. 4),en,https://en.wikipedia.org/wiki/Global_Impact_of_Mount_Everest_(Vol._4),"An encyclopedic inquiry into earth's highest mountain above sea level in mahalangur himal. Comprehensive survey covering definitions, historical development, and research implications.",106,2,0,False,0,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Silk Road', 'Ancient Alexandria', 'Surrealism', 'Game Theory', 'Galapagos Islands', 'Public Health', 'Mesopotamia', 'Plate Tectonics']",True,0.0,26.42,Stub Class
100394,Global Impact of Sahara Desert (Vol. 5),en,https://en.wikipedia.org/wiki/Global_Impact_of_Sahara_Desert_(Vol._5),"An encyclopedic inquiry into largest hot desert in the world covering north africa. Comprehensive survey covering definitions, historical development, and research implications.",904,6,8,False,0,"['Geography & Earth', 'Articles on Geography']","['Baroque Architecture', 'Great Barrier Reef', 'Plate Tectonics', 'Renaissance Humanism', 'Quantum Computing', 'Deep Learning', 'James Webb Space Telescope', 'Galapagos Islands']",False,8.85,58.43,C Class
100395,Applications of Artificial Intelligence,en,https://en.wikipedia.org/wiki/Applications_of_Artificial_Intelligence,"An encyclopedic inquiry into study of intelligent agents and machine cognition. Comprehensive survey covering definitions, historical development, and research implications.",3620,17,46,True,23,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Great Barrier Reef', 'Dark Matter', 'Meiji Restoration']",False,12.71,100.0,Good / Featured Article
100396,History of Behavioral Economics,en,https://en.wikipedia.org/wiki/History_of_Behavioral_Economics,"An encyclopedic inquiry into effects of psychological and social factors on economic decisions. Comprehensive survey covering definitions, historical development, and research implications.",1056,4,10,False,0,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Universal Declaration of Human Rights', 'Deep Learning', 'James Webb Space Telescope', 'Silk Road', 'Epistemology', 'Ottoman Empire', 'Thermodynamics', 'Galapagos Islands', 'Ring of Fire']",True,9.47,59.38,C Class
100397,Advanced Byzantine Empire,en,https://en.wikipedia.org/wiki/Advanced_Byzantine_Empire,"An encyclopedic inquiry into continuation of the roman empire in its eastern provinces. Comprehensive survey covering definitions, historical development, and research implications.",586,3,2,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Byzantine Empire', 'Game Theory', 'CRISPR Gene Editing', 'Plate Tectonics', 'Sahara Desert', 'Existentialism']",True,3.41,43.73,Start Class
100398,Contemporary Magna Carta,en,https://en.wikipedia.org/wiki/Contemporary_Magna_Carta,"An encyclopedic inquiry into royal charter of rights agreed to by king john of england. Comprehensive survey covering definitions, historical development, and research implications.",1969,11,15,True,11,"['History & Civilizations', 'Articles on History']","['CRISPR Gene Editing', 'Game Theory', 'Nile River Basin', 'Mount Everest', 'Superconductivity', 'Industrial Revolution', 'Ring of Fire', 'Impressionism']",False,7.62,84.88,B Class
100399,Applications of Superconductivity (Vol. 10),en,https://en.wikipedia.org/wiki/Applications_of_Superconductivity_(Vol._10),"An encyclopedic inquiry into zero electrical resistance occurring in certain materials. Comprehensive survey covering definitions, historical development, and research implications.",724,2,2,True,6,"['Science & Technology', 'Articles on Science']","['Artificial Intelligence', 'Graphene', 'Behavioral Economics', 'Silk Road', 'Renaissance Art']",True,2.76,56.03,Start Class
100400,Foundations of Behavioral Economics,en,https://en.wikipedia.org/wiki/Foundations_of_Behavioral_Economics,"An encyclopedic inquiry into effects of psychological and social factors on economic decisions. Comprehensive survey covering definitions, historical development, and research implications.",1433,4,9,False,0,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Deep Learning', 'Harappan Civilization', 'Epistemology', 'General Relativity', 'Byzantine Empire', 'Graphene', 'Great Barrier Reef']",False,6.28,55.6,C Class
100401,Regional Study on Bauhaus Movement,en,https://en.wikipedia.org/wiki/Regional_Study_on_Bauhaus_Movement,"An encyclopedic inquiry into german art school operational from 1919 to 1933 combining crafts. Comprehensive survey covering definitions, historical development, and research implications.",707,3,3,True,2,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Great Barrier Reef', 'Microbiome', 'Renaissance Humanism', 'Nile River Basin']",True,4.24,59.06,C Class
100402,Advanced Bauhaus Movement (Vol. 3),en,https://en.wikipedia.org/wiki/Advanced_Bauhaus_Movement_(Vol._3),"An encyclopedic inquiry into german art school operational from 1919 to 1933 combining crafts. Comprehensive survey covering definitions, historical development, and research implications.",1101,7,12,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Industrial Revolution', 'CRISPR Gene Editing', 'Great Barrier Reef', 'Film Noir']",False,10.9,66.93,C Class
100403,Contemporary French Revolution (Vol. 4),en,https://en.wikipedia.org/wiki/Contemporary_French_Revolution_(Vol._4),"An encyclopedic inquiry into period of radical political and societal change in france. Comprehensive survey covering definitions, historical development, and research implications.",550,3,3,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Existentialism', 'Postmodern Literature', 'Nile River Basin', 'Graphene', 'Thermodynamics']",True,5.45,47.05,Start Class
100404,History of Sahara Desert,en,https://en.wikipedia.org/wiki/History_of_Sahara_Desert,"An encyclopedic inquiry into largest hot desert in the world covering north africa. Comprehensive survey covering definitions, historical development, and research implications.",689,4,1,True,5,"['Geography & Earth', 'Articles on Geography']","['Space Race', 'Kabuki Theatre', 'Higgs Boson', 'Quantum Computing', 'Baroque Architecture', 'Harappan Civilization', 'Behavioral Economics']",True,1.45,55.96,Start Class
100405,Regional Study on Plate Tectonics,en,https://en.wikipedia.org/wiki/Regional_Study_on_Plate_Tectonics,"An encyclopedic inquiry into scientific theory explaining the dynamics of earth's lithosphere. Comprehensive survey covering definitions, historical development, and research implications.",657,2,1,True,3,"['Science & Technology', 'Articles on Science']","['Nile River Basin', 'Deep Learning', 'Baroque Architecture', 'Ancient Alexandria', 'Renaissance Humanism', 'Mesopotamia', 'Surrealism', 'Behavioral Economics', 'Superconductivity']",True,1.52,49.31,Start Class
100406,History of Higgs Boson (Vol. 7),en,https://en.wikipedia.org/wiki/History_of_Higgs_Boson_(Vol._7),"An encyclopedic inquiry into elementary particle in the standard model of particle physics. Comprehensive survey covering definitions, historical development, and research implications.",2138,6,22,True,13,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Plate Tectonics', 'Photosynthesis', 'CRISPR Gene Editing', 'Antarctic Ice Sheet', 'Surrealism', 'Space Race']",False,10.29,96.42,B Class
100407,Global Impact of Microbiome (Vol. 8),en,https://en.wikipedia.org/wiki/Global_Impact_of_Microbiome_(Vol._8),"An encyclopedic inquiry into aggregate of all microbiota residing on or within tissues. Comprehensive survey covering definitions, historical development, and research implications.",360,4,4,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Dark Matter', 'Surrealism', 'Great Barrier Reef']",True,11.11,54.25,Start Class
100408,Foundations of Nile River Basin,en,https://en.wikipedia.org/wiki/Foundations_of_Nile_River_Basin,"An encyclopedic inquiry into major north-flowing river drainage system in northeastern africa. Comprehensive survey covering definitions, historical development, and research implications.",1283,5,2,True,12,"['Geography & Earth', 'Articles on Geography']","['Sociology of Knowledge', 'Harappan Civilization', 'Behavioral Economics', 'Film Noir', 'James Webb Space Telescope', 'Baroque Architecture']",True,1.56,65.74,Start Class
100409,Philosophy of Magna Carta (Vol. 10),en,https://en.wikipedia.org/wiki/Philosophy_of_Magna_Carta_(Vol._10),"An encyclopedic inquiry into royal charter of rights agreed to by king john of england. Comprehensive survey covering definitions, historical development, and research implications.",2545,9,0,True,11,"['History & Civilizations', 'Articles on History']","['Photosynthesis', 'Public Health', 'Kabuki Theatre', 'Microbiome', 'Galapagos Islands', 'Space Race', 'Plate Tectonics']",True,0.0,65.8,Start Class
100410,Regional Study on Higgs Boson (Vol. 1),en,https://en.wikipedia.org/wiki/Regional_Study_on_Higgs_Boson_(Vol._1),"An encyclopedic inquiry into elementary particle in the standard model of particle physics. Comprehensive survey covering definitions, historical development, and research implications.",679,2,4,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Game Theory', 'Photosynthesis', 'Epistemology', 'Impressionism', 'Antarctic Ice Sheet', 'French Revolution']",True,5.89,47.42,C Class
100411,Regional Study on Higgs Boson (Vol. 2),en,https://en.wikipedia.org/wiki/Regional_Study_on_Higgs_Boson_(Vol._2),"An encyclopedic inquiry into elementary particle in the standard model of particle physics. Comprehensive survey covering definitions, historical development, and research implications.",1122,6,12,True,7,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Homeric Epics', 'Graphene', 'Galapagos Islands', 'Postmodern Literature', 'Amazon Rainforest']",True,10.7,85.78,C Class
100412,Foundations of Mariana Trench,en,https://en.wikipedia.org/wiki/Foundations_of_Mariana_Trench,"An encyclopedic inquiry into deepest oceanic trench on earth located in western pacific. Comprehensive survey covering definitions, historical development, and research implications.",1060,7,9,True,7,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Antarctic Ice Sheet', 'Galapagos Islands', 'Dark Matter', 'Space Race']",False,8.49,81.41,C Class
100413,Principles of CRISPR Gene Editing (Vol. 4),en,https://en.wikipedia.org/wiki/Principles_of_CRISPR_Gene_Editing_(Vol._4),"An encyclopedic inquiry into biotechnological molecular biology genetic editing tool. Comprehensive survey covering definitions, historical development, and research implications.",1082,5,12,False,0,"['Science & Technology', 'Articles on Science']","['Nanotechnology', 'Magna Carta', 'Artificial Intelligence', 'Existentialism', 'Microbiome', 'Dark Matter', 'Renaissance Humanism']",False,11.09,63.5,C Class
100414,Introduction to Deep Learning,en,https://en.wikipedia.org/wiki/Introduction_to_Deep_Learning,"An encyclopedic inquiry into subset of machine learning based on artificial neural networks. Comprehensive survey covering definitions, historical development, and research implications.",2539,11,20,True,9,"['Science & Technology', 'Articles on Science']","['Byzantine Empire', 'Microbiome', 'Industrial Revolution', 'Constitutional Law', 'Magna Carta', 'General Relativity', 'Antarctic Ice Sheet']",False,7.88,89.61,B Class
100415,Contemporary Kabuki Theatre (Vol. 6),en,https://en.wikipedia.org/wiki/Contemporary_Kabuki_Theatre_(Vol._6),"An encyclopedic inquiry into classical japanese dance-drama known for stylized drama and makeup. Comprehensive survey covering definitions, historical development, and research implications.",368,2,3,True,6,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Great Barrier Reef', 'Sociology of Knowledge', 'Bauhaus Movement', 'Antarctic Ice Sheet']",True,8.15,64.49,Start Class
100416,Philosophy of Space Race (Vol. 7),en,https://en.wikipedia.org/wiki/Philosophy_of_Space_Race_(Vol._7),"An encyclopedic inquiry into 20th-century competition between soviet union and united states. Comprehensive survey covering definitions, historical development, and research implications.",325,2,4,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Meiji Restoration', 'French Revolution', 'Sociology of Knowledge', 'Mariana Trench', 'Mesopotamia', 'Superconductivity', 'Microbiome', 'Game Theory', 'Surrealism']",True,12.31,49.71,Start Class
100417,Contemporary CRISPR Gene Editing (Vol. 8),en,https://en.wikipedia.org/wiki/Contemporary_CRISPR_Gene_Editing_(Vol._8),"An encyclopedic inquiry into biotechnological molecular biology genetic editing tool. Comprehensive survey covering definitions, historical development, and research implications.",1202,4,11,False,0,"['Science & Technology', 'Articles on Science']","['Renaissance Humanism', 'Lake Baikal', 'Bauhaus Movement', 'Microbiome']",False,9.15,60.18,C Class
100418,Introduction to Ottoman Empire (Vol. 9),en,https://en.wikipedia.org/wiki/Introduction_to_Ottoman_Empire_(Vol._9),"An encyclopedic inquiry into imperial realm controlling much of southeast europe and western asia. Comprehensive survey covering definitions, historical development, and research implications.",2008,6,22,True,14,"['History & Civilizations', 'Articles on History']","['Ring of Fire', 'Antarctic Ice Sheet', 'Game Theory']",False,10.96,92.76,B Class
100419,Advanced Lake Baikal,en,https://en.wikipedia.org/wiki/Advanced_Lake_Baikal,"An encyclopedic inquiry into ancient, massive lake in mountainous russian region of siberia. Comprehensive survey covering definitions, historical development, and research implications.",522,4,2,True,6,"['Geography & Earth', 'Articles on Geography']","['Universal Declaration of Human Rights', 'Nanotechnology', 'Ring of Fire', 'Nile River Basin']",True,3.83,59.92,Start Class
100420,Applications of Byzantine Empire,en,https://en.wikipedia.org/wiki/Applications_of_Byzantine_Empire,"An encyclopedic inquiry into continuation of the roman empire in its eastern provinces. Comprehensive survey covering definitions, historical development, and research implications.",2990,15,45,True,21,"['History & Civilizations', 'Articles on History']","['Mariana Trench', 'Renaissance Humanism', 'Classical Music', 'Antarctic Ice Sheet', 'General Relativity', 'Superconductivity', 'Homeric Epics', 'Mesopotamia', 'Public Health']",False,15.05,96.65,Good / Featured Article
100421,History of Surrealism,en,https://en.wikipedia.org/wiki/History_of_Surrealism,"An encyclopedic inquiry into cultural movement beginning in 1920s depicting unnerving scenes. Comprehensive survey covering definitions, historical development, and research implications.",394,2,4,True,3,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['French Revolution', 'Baroque Architecture', 'Sociology of Knowledge', 'Constitutional Law']",True,10.15,64.47,Start Class
100422,Future Trends in Plate Tectonics,en,https://en.wikipedia.org/wiki/Future_Trends_in_Plate_Tectonics,"An encyclopedic inquiry into scientific theory explaining the dynamics of earth's lithosphere. Comprehensive survey covering definitions, historical development, and research implications.",913,7,8,True,6,"['Science & Technology', 'Articles on Science']","['Kabuki Theatre', 'General Relativity', 'Superconductivity', 'Game Theory', 'James Webb Space Telescope', 'Byzantine Empire', 'Baroque Architecture', 'Deep Learning', 'Ancient Alexandria']",False,8.76,75.85,C Class
100423,Applications of Galapagos Islands,en,https://en.wikipedia.org/wiki/Applications_of_Galapagos_Islands,"An encyclopedic inquiry into volcanic archipelago in pacific ocean known for endemic species. Comprehensive survey covering definitions, historical development, and research implications.",2284,9,14,True,16,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Universal Declaration of Human Rights', 'Industrial Revolution', 'Nile River Basin', 'Ring of Fire', 'Baroque Architecture', 'Kabuki Theatre', 'Deep Learning']",False,6.13,86.16,B Class
100424,Principles of CRISPR Gene Editing (Vol. 5),en,https://en.wikipedia.org/wiki/Principles_of_CRISPR_Gene_Editing_(Vol._5),"An encyclopedic inquiry into biotechnological molecular biology genetic editing tool. Comprehensive survey covering definitions, historical development, and research implications.",2270,6,14,True,14,"['Science & Technology', 'Articles on Science']","['Plate Tectonics', 'Behavioral Economics', 'Bauhaus Movement', 'Baroque Architecture', 'Silk Road']",False,6.17,82.86,B Class
100425,Principles of Homeric Epics (Vol. 6),en,https://en.wikipedia.org/wiki/Principles_of_Homeric_Epics_(Vol._6),"An encyclopedic inquiry into ancient greek epic poems attributed to homer: iliad and odyssey. Comprehensive survey covering definitions, historical development, and research implications.",683,3,1,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Harappan Civilization', 'Photosynthesis', 'Quantum Computing', 'Ancient Alexandria', 'Surrealism', 'Space Race', 'Microbiome', 'Epistemology']",True,1.46,41.01,Start Class
100426,Regional Study on Postmodern Literature,en,https://en.wikipedia.org/wiki/Regional_Study_on_Postmodern_Literature,"An encyclopedic inquiry into form of literature characterized by reliance on meta-fiction. Comprehensive survey covering definitions, historical development, and research implications.",3106,18,64,True,16,"['Literature & Arts', 'Articles on Literature']","['Lake Baikal', 'Sahara Desert', 'Nile River Basin', 'Film Noir']",False,20.61,96.67,Good / Featured Article
100427,Critique of Meiji Restoration (Vol. 8),en,https://en.wikipedia.org/wiki/Critique_of_Meiji_Restoration_(Vol._8),"An encyclopedic inquiry into political event that restored practical imperial rule to japan. Comprehensive survey covering definitions, historical development, and research implications.",1313,4,8,True,7,"['History & Civilizations', 'Articles on History']","['Quantum Computing', 'French Revolution', 'Classical Music', 'Impressionism']",True,6.09,73.01,C Class
100428,History of Sociology of Knowledge,en,https://en.wikipedia.org/wiki/History_of_Sociology_of_Knowledge,"An encyclopedic inquiry into study of relationship between human thought and social context. Comprehensive survey covering definitions, historical development, and research implications.",2694,9,1,True,11,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Microbiome', 'Deep Learning', 'Meiji Restoration', 'Ottoman Empire', 'Homeric Epics']",True,0.37,67.26,Start Class
100429,Future Trends in Baroque Architecture,en,https://en.wikipedia.org/wiki/Future_Trends_in_Baroque_Architecture,"An encyclopedic inquiry into highly decorative and theatrical style of building in europe. Comprehensive survey covering definitions, historical development, and research implications.",597,2,2,True,6,"['Literature & Arts', 'Articles on Literature']","['Byzantine Empire', 'Antarctic Ice Sheet', 'Deep Learning', 'Mariana Trench', 'Magna Carta', 'Postmodern Literature']",True,3.35,55.9,Start Class
100430,Future Trends in Galapagos Islands,en,https://en.wikipedia.org/wiki/Future_Trends_in_Galapagos_Islands,"An encyclopedic inquiry into volcanic archipelago in pacific ocean known for endemic species. Comprehensive survey covering definitions, historical development, and research implications.",100,1,1,False,0,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Nanotechnology', 'Magna Carta', 'Bauhaus Movement', 'Film Noir', 'Mount Everest', 'Public Health', 'Mariana Trench', 'Deep Learning', 'Surrealism']",True,10.0,39.71,Stub Class
